symbol,name,currency,price,price_open,day_high,day_low,52_week_high,52_week_low,day_change,change_pct,close_yesterday,market_cap,volume,volume_avg,shares,stock_exchange_long,stock_exchange_short,timezone,timezone_name,gmt_offset,last_trade_time
XLNX,"Xilinx, Inc.",USD,128.73,126.53,129.09,126.19,129.09,62.54,2.42,1.92,126.31,32602459610,1812741,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:40:56
ADBE,Adobe Inc,USD,261.23,259.00,262.35,258.40,277.61,204.95,1.49,0.57,259.74,127884003720,755621,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:38:49
ALL,Allstate Corp,USD,94.36,93.00,94.71,92.51,102.73,77.00,1.32,1.42,93.04,31324038318,697163,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:52:20
AMZN,"Amazon.com, Inc.",USD,1802.28,1796.26,1809.23,1787.28,2050.50,1307.00,5.01,0.28,1797.27,885918968327,2830889,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:38:36
AXP,American Express Company,USD,111.39,109.96,111.70,109.81,114.55,89.05,0.64,0.58,110.75,93419716522,1280874,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:41:37
MMM,3M Co,USD,209.03,206.80,209.91,205.97,237.22,176.87,0.73,0.35,208.30,120359473297,886331,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:39:11
AAPL,Apple Inc.,USD,194.62,190.02,195.10,189.81,233.47,142.00,6.46,3.43,188.16,916508950576,25543295,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:44:56
FB,"Facebook, Inc. Common Stock",USD,165.00,164.89,165.42,163.75,218.62,123.02,-0.44,-0.25,165.44,470908185000,8012556,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:40:51
JPM,JPMorgan Chase & Co.,USD,102.55,103.49,103.49,102.28,119.24,91.11,-1.95,-1.85,104.50,335806251526,9421258,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:37:22
V,Visa Inc,USD,155.86,153.32,156.16,153.31,156.82,116.03,2.11,1.37,153.75,342433928800,2422410,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:39:37
XLNX,"Xilinx, Inc.",USD,128.73,126.53,129.09,126.19,129.09,62.54,2.42,1.92,126.31,32602459610,1812741,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 12:40:56
ADBE,Adobe Inc,USD,261.93,259.00,262.35,258.40,277.61,204.95,2.18,0.84,259.74,128104111441,824146,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:10:32
ALL,Allstate Corp,USD,94.47,93.00,94.71,92.51,102.73,77.00,1.43,1.54,93.04,31360554462,732633,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:09:15
AMZN,"Amazon.com, Inc.",USD,1809.75,1796.26,1809.90,1787.28,2050.50,1307.00,12.48,0.69,1797.27,888915354596,2984388,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:13:00
AXP,American Express Company,USD,111.39,109.96,111.70,109.81,114.55,89.05,0.62,0.56,110.77,93621020577,1328559,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:00:05
MMM,3M Co,USD,209.59,206.80,209.91,205.97,237.22,176.87,1.11,0.53,208.48,120681919891,960274,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:06:21
AAPL,Apple Inc.,USD,194.69,190.02,195.10,189.81,233.47,142.00,6.53,3.47,188.16,918300780000,26932590,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:07:10
FB,"Facebook, Inc. Common Stock",USD,164.88,164.89,165.42,163.75,218.62,123.02,-0.56,-0.34,165.44,470679860654,8496769,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:09:08
JPM,JPMorgan Chase & Co.,USD,102.64,103.49,103.49,102.28,119.24,91.11,-1.86,-1.78,104.50,336068196881,10018091,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 12:58:13
V,Visa Inc,USD,156.18,153.32,156.24,153.31,156.82,116.03,2.43,1.58,153.75,343180921495,2747202,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:11:11
XLNX,"Xilinx, Inc.",USD,129.21,126.53,129.25,126.19,129.25,62.54,2.90,2.29,126.31,32693598805,1956138,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:12:39
ADBE,Adobe Inc,USD,262.12,259.00,262.35,258.40,277.61,204.95,2.38,0.92,259.74,128140786110,881952,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:55
ALL,Allstate Corp,USD,94.46,93.00,94.71,92.51,102.73,77.00,1.42,1.53,93.04,31357234122,783638,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:17
AMZN,"Amazon.com, Inc.",USD,1816.22,1796.26,1819.22,1787.28,2050.50,1307.00,18.95,1.05,1797.27,891130684922,3227942,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:51
AXP,American Express Company,USD,111.68,109.96,111.70,109.81,114.55,89.05,0.91,0.82,110.77,93520368550,1424747,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:32:56
MMM,3M Co,USD,209.35,206.80,209.91,205.97,237.22,176.87,0.87,0.42,208.48,120710711648,1035527,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:35:51
AAPL,Apple Inc.,USD,194.81,190.02,195.10,189.81,233.47,142.00,6.65,3.53,188.16,919102368966,28397957,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:54
FB,"Facebook, Inc. Common Stock",USD,164.80,164.89,165.42,163.75,218.62,123.02,-0.64,-0.39,165.44,470083682837,8897295,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:37:00
JPM,JPMorgan Chase & Co.,USD,102.94,103.49,103.49,102.28,119.24,91.11,-1.56,-1.49,104.50,336821283532,10907060,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:55
V,Visa Inc,USD,156.20,153.32,156.24,153.31,156.82,116.03,2.48,1.61,153.72,343180921495,2890222,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:30:37
XLNX,"Xilinx, Inc.",USD,129.27,126.53,129.27,126.19,129.27,62.54,2.96,2.34,126.31,32739170334,2060588,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:29:53
ADBE,Adobe Inc,USD,262.12,259.00,262.35,258.40,277.61,204.95,2.38,0.92,259.74,128140786110,881952,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:55
ALL,Allstate Corp,USD,94.46,93.00,94.71,92.51,102.73,77.00,1.42,1.53,93.04,31357234122,783638,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:17
AMZN,"Amazon.com, Inc.",USD,1816.22,1796.26,1819.22,1787.28,2050.50,1307.00,18.95,1.05,1797.27,891130684922,3227942,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:51
AXP,American Express Company,USD,111.51,109.96,111.72,109.81,114.55,89.05,0.74,0.67,110.77,93520368550,1478405,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:46:37
MMM,3M Co,USD,209.35,206.80,209.91,205.97,237.22,176.87,0.87,0.42,208.48,120457358242,1035527,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:35:51
AAPL,Apple Inc.,USD,194.81,190.02,195.10,189.81,233.47,142.00,6.65,3.53,188.16,919102368966,28397957,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:54
FB,"Facebook, Inc. Common Stock",USD,164.80,164.89,165.42,163.75,218.62,123.02,-0.64,-0.39,165.44,470083682837,8897295,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:37:00
JPM,JPMorgan Chase & Co.,USD,102.94,103.49,103.49,102.28,119.24,91.11,-1.56,-1.49,104.50,336821283532,10907060,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:55
V,Visa Inc,USD,156.33,153.32,156.39,153.31,156.82,116.03,2.61,1.70,153.72,343180921495,2939932,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:35:54
XLNX,"Xilinx, Inc.",USD,129.30,126.53,129.38,126.19,129.38,62.54,2.99,2.37,126.31,32739170334,2137042,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:48:17
ADBE,Adobe Inc,USD,262.12,259.00,262.35,258.40,277.61,204.95,2.38,0.92,259.74,128140786110,881952,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:55
ALL,Allstate Corp,USD,94.46,93.00,94.71,92.51,102.73,77.00,1.42,1.53,93.04,31357234122,783638,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:17
AMZN,"Amazon.com, Inc.",USD,1816.22,1796.26,1819.22,1787.28,2050.50,1307.00,18.95,1.05,1797.27,891130684922,3227942,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:51
AXP,American Express Company,USD,111.51,109.96,111.72,109.81,114.55,89.05,0.74,0.67,110.77,93520368550,1478405,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:46:37
MMM,3M Co,USD,209.35,206.80,209.91,205.97,237.22,176.87,0.87,0.42,208.48,120457358242,1035527,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:35:51
AAPL,Apple Inc.,USD,194.81,190.02,195.10,189.81,233.47,142.00,6.65,3.53,188.16,919102368966,28397957,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:38:54
FB,"Facebook, Inc. Common Stock",USD,164.80,164.89,165.42,163.75,218.62,123.02,-0.64,-0.39,165.44,470083682837,8897295,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:37:00
JPM,JPMorgan Chase & Co.,USD,102.94,103.49,103.49,102.28,119.24,91.11,-1.56,-1.49,104.50,336821283532,10907060,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:33:55
V,Visa Inc,USD,156.33,153.32,156.39,153.31,156.82,116.03,2.61,1.70,153.72,343180921495,2939932,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:35:54
XLNX,"Xilinx, Inc.",USD,129.30,126.53,129.38,126.19,129.38,62.54,2.99,2.37,126.31,32739170334,2137042,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:48:17
ADBE,Adobe Inc,USD,262.09,259.00,262.35,258.40,277.61,204.95,2.35,0.90,259.74,128187252632,937837,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 13:55:48
ALL,Allstate Corp,USD,94.47,93.00,94.71,92.51,102.73,77.00,1.43,1.54,93.04,31353913781,815606,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:52:36
AMZN,"Amazon.com, Inc.",USD,1817.87,1796.26,1819.30,1787.28,2050.50,1307.00,20.60,1.15,1797.27,891303793206,3697049,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:11:03
AXP,American Express Company,USD,111.76,109.96,111.77,109.81,114.55,89.05,0.99,0.89,110.77,93595852771,1533638,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:07:13
MMM,3M Co,USD,209.54,206.80,209.91,205.97,237.22,176.87,1.06,0.51,208.48,120653128134,1075476,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:52:20
AAPL,Apple Inc.,USD,195.80,190.02,196.06,189.81,233.47,142.00,7.63,4.06,188.16,923710588165,30042008,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:10:57
FB,"Facebook, Inc. Common Stock",USD,165.28,164.89,165.42,163.75,218.62,123.02,-0.17,-0.10,165.44,472049763180,9355411,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:06:53
JPM,JPMorgan Chase & Co.,USD,103.02,103.49,103.49,102.28,119.24,91.11,-1.48,-1.42,104.50,337770816710,11361353,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:50:52
V,Visa Inc,USD,156.28,153.32,156.39,153.31,156.82,116.03,2.53,1.65,153.72,343356690398,3117851,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 13:52:41
XLNX,"Xilinx, Inc.",USD,129.40,126.53,129.48,126.19,129.48,62.54,3.09,2.45,126.31,32754359556,2233656,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:09:02
ADBE,Adobe Inc,USD,262.20,259.00,262.35,258.40,277.61,204.95,2.46,0.95,259.74,128226390191,983058,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:12:39
ALL,Allstate Corp,USD,94.51,93.00,94.71,92.51,102.73,77.00,1.47,1.58,93.04,31373833290,869178,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:09:23
AMZN,"Amazon.com, Inc.",USD,1817.87,1796.26,1819.30,1787.28,2050.50,1307.00,20.60,1.15,1797.27,892073756307,3697049,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:11:03
AXP,American Express Company,USD,111.88,109.96,111.88,109.81,114.55,89.05,1.13,1.02,110.75,93797156826,1546407,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:11:24
MMM,3M Co,USD,209.71,206.80,209.91,205.97,237.22,176.87,1.23,0.59,208.48,120751021865,1124492,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:17:02
AAPL,Apple Inc.,USD,195.80,190.02,196.06,189.81,233.47,142.00,7.63,4.06,188.16,924524984135,30042008,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:10:57
FB,"Facebook, Inc. Common Stock",USD,165.86,164.89,165.90,163.75,218.62,123.02,0.42,0.25,165.44,472049763180,9674085,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:20:50
JPM,JPMorgan Chase & Co.,USD,103.36,103.49,103.49,102.28,119.24,91.11,-1.14,-1.09,104.50,337738067296,11888621,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:13:31
V,Visa Inc,USD,156.40,153.32,156.40,153.31,156.82,116.03,2.65,1.72,153.75,343576409907,3372162,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:11:25
XLNX,"Xilinx, Inc.",USD,129.40,126.53,129.48,126.19,129.48,62.54,3.09,2.45,126.31,32754359556,2233656,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:09:02
ADBE,Adobe Inc,USD,262.20,259.00,262.35,258.40,277.61,204.95,2.46,0.95,259.74,128226390191,983058,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:12:39
ALL,Allstate Corp,USD,94.51,93.00,94.71,92.51,102.73,77.00,1.47,1.58,93.04,31373833290,869178,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:09:23
AMZN,"Amazon.com, Inc.",USD,1817.87,1796.26,1819.30,1787.28,2050.50,1307.00,20.60,1.15,1797.27,892073756307,3697049,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:11:03
AXP,American Express Company,USD,111.88,109.96,111.88,109.81,114.55,89.05,1.13,1.02,110.75,93797156826,1546407,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:11:24
MMM,3M Co,USD,209.71,206.80,209.91,205.97,237.22,176.87,1.23,0.59,208.48,120751021865,1124492,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:17:02
AAPL,Apple Inc.,USD,195.80,190.02,196.06,189.81,233.47,142.00,7.63,4.06,188.16,924524984135,30042008,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:10:57
FB,"Facebook, Inc. Common Stock",USD,165.86,164.89,165.90,163.75,218.62,123.02,0.42,0.25,165.44,472049763180,9674085,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:20:50
JPM,JPMorgan Chase & Co.,USD,103.36,103.49,103.49,102.28,119.24,91.11,-1.14,-1.09,104.50,337738067296,11888621,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:13:31
V,Visa Inc,USD,156.40,153.32,156.40,153.31,156.82,116.03,2.65,1.72,153.75,343576409907,3372162,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:11:25
XLNX,"Xilinx, Inc.",USD,129.40,126.53,129.48,126.19,129.48,62.54,3.09,2.45,126.31,32754359556,2233656,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:09:02
ADBE,Adobe Inc,USD,262.64,259.00,262.89,258.40,277.61,204.95,2.90,1.12,259.74,128485620544,1045622,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:31:46
ALL,Allstate Corp,USD,94.53,93.00,94.71,92.51,102.73,77.00,1.48,1.59,93.05,31380471437,950435,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:41:56
AMZN,"Amazon.com, Inc.",USD,1818.13,1796.26,1819.50,1787.28,2050.50,1307.00,20.86,1.16,1797.27,892891868335,3823061,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:24:41
AXP,American Express Company,USD,111.88,109.96,111.92,109.81,114.55,89.05,1.10,0.99,110.77,93763606150,1691040,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:40:24
MMM,3M Co,USD,209.73,206.80,209.91,205.97,237.22,176.87,1.43,0.69,208.30,120762531539,1142200,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:26:09
AAPL,Apple Inc.,USD,196.07,190.02,196.22,189.81,233.47,142.00,7.91,4.20,188.16,924077026779,31930845,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:24:49
FB,"Facebook, Inc. Common Stock",USD,166.18,164.89,166.39,163.75,218.62,123.02,0.74,0.45,165.44,474275871116,10225857,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:35:53
JPM,JPMorgan Chase & Co.,USD,103.04,103.49,103.49,102.28,119.24,91.11,-1.48,-1.42,104.52,337476121940,12331533,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:26:20
V,Visa Inc,USD,156.29,153.32,156.68,153.31,156.82,116.03,2.54,1.65,153.75,344103683092,3894227,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 14:42:01
XLNX,"Xilinx, Inc.",USD,129.89,126.53,130.08,126.19,130.08,62.54,3.58,2.83,126.31,32893596665,2403621,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 14:37:31
ADBE,Adobe Inc,USD,264.18,259.00,264.34,258.40,277.61,204.95,4.44,1.71,259.74,129214397117,2359850,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
ALL,Allstate Corp,USD,94.59,93.00,94.93,92.51,102.73,77.00,1.55,1.67,93.04,31400388413,1950081,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:35
AMZN,"Amazon.com, Inc.",USD,1819.26,1796.26,1823.75,1787.28,2050.50,1307.00,21.99,1.22,1797.27,893625974576,5767797,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
AXP,American Express Company,USD,111.82,109.96,112.18,109.81,114.55,89.05,1.05,0.95,110.77,93788767558,3111049,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:01:40
MMM,3M Co,USD,209.61,206.80,210.16,205.97,237.22,176.87,1.13,0.54,208.48,120693438351,2288068,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:02:43
AAPL,Apple Inc.,USD,195.09,190.02,196.33,189.81,233.47,142.00,6.93,3.68,188.16,919903957932,51034237,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
FB,"Facebook, Inc. Common Stock",USD,166.08,164.89,166.39,163.75,218.62,123.02,0.64,0.39,165.44,473990498345,16223007,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
JPM,JPMorgan Chase & Co.,USD,102.87,103.49,103.49,102.28,119.24,91.11,-1.63,-1.56,104.50,336821283532,19751044,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:13
V,Visa Inc,USD,155.80,153.32,156.68,153.31,156.82,116.03,2.08,1.35,153.72,342302110504,7027220,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:01:57
XLNX,"Xilinx, Inc.",USD,130.05,126.53,130.57,126.19,130.57,62.54,3.74,2.96,126.31,32923978972,3839079,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
ADBE,Adobe Inc,USD,264.18,259.00,264.34,258.40,277.61,204.95,4.44,1.71,259.74,129214397117,2359850,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
ALL,Allstate Corp,USD,94.59,93.00,94.93,92.51,102.73,77.00,1.55,1.67,93.04,31400388413,1950081,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:35
AMZN,"Amazon.com, Inc.",USD,1819.26,1796.26,1823.75,1787.28,2050.50,1307.00,21.99,1.22,1797.27,893625974576,5767797,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
AXP,American Express Company,USD,111.82,109.96,112.18,109.81,114.55,89.05,1.05,0.95,110.77,93788767558,3111049,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:01:40
MMM,3M Co,USD,209.61,206.80,210.16,205.97,237.22,176.87,1.13,0.54,208.48,120693438351,2288068,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:02:43
AAPL,Apple Inc.,USD,195.09,190.02,196.33,189.81,233.47,142.00,6.93,3.68,188.16,919903957932,51034237,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
FB,"Facebook, Inc. Common Stock",USD,166.08,164.89,166.39,163.75,218.62,123.02,0.64,0.39,165.44,473990498345,16223007,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
JPM,JPMorgan Chase & Co.,USD,102.87,103.49,103.49,102.28,119.24,91.11,-1.63,-1.56,104.50,336821283532,19751044,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:13
V,Visa Inc,USD,155.80,153.32,156.68,153.31,156.82,116.03,2.08,1.35,153.72,342302110504,7027220,8298684,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:01:57
XLNX,"Xilinx, Inc.",USD,130.05,126.53,130.57,126.19,130.57,62.54,3.74,2.96,126.31,32923978972,3839079,3550545,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
ADBE,Adobe Inc,USD,264.18,259.00,264.34,258.40,277.61,204.95,4.44,1.71,259.74,129214397117,2359850,3159316,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
ALL,Allstate Corp,USD,94.59,93.00,94.93,92.51,102.73,77.00,1.55,1.67,93.04,31400388413,1950081,2246983,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:35
AMZN,"Amazon.com, Inc.",USD,1819.26,1796.26,1823.75,1787.28,2050.50,1307.00,21.99,1.22,1797.27,893625974576,5767797,4269715,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
AXP,American Express Company,USD,111.82,109.96,112.18,109.81,114.55,89.05,1.05,0.95,110.77,93788767558,3111049,3192863,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:01:40
MMM,3M Co,USD,209.61,206.80,210.16,205.97,237.22,176.87,1.13,0.54,208.48,120693438351,2288068,2088121,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:02:43
AAPL,Apple Inc.,USD,195.09,190.02,196.33,189.81,233.47,142.00,6.93,3.68,188.16,919903957932,51034237,25399209,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
FB,"Facebook, Inc. Common Stock",USD,166.08,164.89,166.39,163.75,218.62,123.02,0.64,0.39,165.44,473990498345,16223007,17385668,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-21 16:00:01
JPM,JPMorgan Chase & Co.,USD,102.87,103.49,103.49,102.28,119.24,91.11,-1.63,-1.56,104.50,336821283532,19751044,12276096,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-21 16:00:13
