symbol,name,currency,price,price_open,day_high,day_low,52_week_high,52_week_low,day_change,change_pct,close_yesterday,market_cap,volume,volume_avg,shares,stock_exchange_long,stock_exchange_short,timezone,timezone_name,gmt_offset,last_trade_time
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,257.76,257.11,259.96,253.89,277.61,204.95,0.67,0.26,257.09,126074287176,4013389,3085220,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
ALL,Allstate Corp,USD,95.02,95.24,95.61,94.89,102.73,77.00,0.18,0.19,94.84,31543123145,2247788,2240213,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:21
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,257.76,257.11,259.96,253.89,277.61,204.95,0.67,0.26,257.09,126074287176,4013389,3085220,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
ALL,Allstate Corp,USD,95.02,95.24,95.61,94.89,102.73,77.00,0.18,0.19,94.84,31543123145,2247788,2240213,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:21
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,257.76,257.11,259.96,253.89,277.61,204.95,0.67,0.26,257.09,126074287176,4013389,3085220,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
ALL,Allstate Corp,USD,95.02,95.24,95.61,94.89,102.73,77.00,0.18,0.19,94.84,31543123145,2247788,2240213,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:21
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,257.76,257.11,259.96,253.89,277.61,204.95,0.67,0.26,257.09,126074287176,4013389,3085220,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
ALL,Allstate Corp,USD,95.02,95.24,95.61,94.89,102.73,77.00,0.18,0.19,94.84,31543123145,2247788,2240213,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:21
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,257.76,257.11,259.96,253.89,277.61,204.95,0.67,0.26,257.09,126074287176,4013389,3085220,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
ALL,Allstate Corp,USD,95.02,95.24,95.61,94.89,102.73,77.00,0.18,0.19,94.84,31543123145,2247788,2240213,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:21
AMZN,"Amazon.com, Inc.",USD,1742.15,1712.70,1750.00,1712.63,2050.50,1307.00,29.79,1.74,1712.36,855749318442,5429058,4364036,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
AXP,American Express Company,USD,113.55,113.75,114.25,113.16,114.55,89.05,0.03,0.03,113.52,95764507103,2918271,3192143,843369000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:01:57
MMM,3M Co,USD,208.49,208.44,208.60,205.61,238.17,176.87,0.43,0.21,208.06,120048545162,1843555,2098789,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:03:18
AAPL,Apple Inc.,USD,188.02,185.80,188.39,185.79,233.47,142.00,1.90,1.02,186.12,886566965745,26219832,25778006,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
FB,"Facebook, Inc. Common Stock",USD,160.47,163.57,163.90,159.28,218.62,123.02,-5.51,-3.32,165.98,457979618313,37524191,17054095,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:01
JPM,JPMorgan Chase & Co.,USD,107.19,106.55,107.79,106.50,119.24,91.11,0.67,0.63,106.52,350966007973,12935514,12105758,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:09
V,Visa Inc Class A,USD,154.96,155.92,156.41,154.42,156.82,116.03,-0.51,-0.33,155.47,340456587310,9689378,8574347,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-18 16:00:07
XLNX,"Xilinx, Inc.",USD,125.28,124.22,125.91,124.22,127.70,62.54,1.11,0.89,124.17,31716385610,3114550,3710712,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-18 16:00:00
ADBE,Adobe Inc,USD,256.50,259.43,259.85,256.36,277.61,204.95,-1.27,-0.49,257.76,125472670352,228762,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:57:18
ALL,Allstate Corp,USD,95.42,95.12,95.49,95.09,102.73,77.00,0.40,0.42,95.02,31675908852,1,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:44:05
AMZN,"Amazon.com, Inc.",USD,1759.95,1753.80,1766.95,1753.80,2050.50,1307.00,18.42,1.06,1742.15,867170147960,109538,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:43:31
AXP,American Express Company,USD,113.67,114.22,114.22,113.66,114.55,89.05,0.12,0.11,113.55,95340438156,55786,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:53:51
MMM,3M Co,USD,208.57,209.10,209.50,208.52,237.22,176.87,0.21,0.10,208.36,120094610217,132430,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:57:47
AAPL,Apple Inc.,USD,188.27,188.35,188.99,188.00,233.47,142.00,0.25,0.13,188.02,888830280000,2105943,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:51:27
FB,"Facebook, Inc. Common Stock",USD,162.05,161.48,162.25,160.92,218.62,123.02,1.58,0.98,160.47,462374904222,2118120,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:57:22
JPM,JPMorgan Chase & Co.,USD,108.22,108.20,108.40,107.96,119.24,91.11,1.03,0.96,107.19,353323466210,431003,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:50:00
V,Visa Inc,USD,155.18,155.95,155.95,155.11,156.82,116.03,0.19,0.12,154.99,341203580004,252058,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:53:43
XLNX,"Xilinx, Inc.",USD,125.96,126.00,126.73,125.93,127.70,62.54,0.68,0.54,125.28,31903726430,1513,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:43:37
ADBE,Adobe Inc,USD,257.11,259.43,259.85,256.34,277.61,204.95,-0.65,-0.25,257.76,125472670352,358560,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:09:20
ALL,Allstate Corp,USD,95.24,95.12,95.55,95.09,102.73,77.00,0.22,0.23,95.02,31596238441,63842,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:59:59
AMZN,"Amazon.com, Inc.",USD,1766.03,1753.51,1769.13,1753.51,2050.50,1307.00,23.88,1.37,1742.15,867481227203,956438,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:09:16
AXP,American Express Company,USD,113.60,114.22,114.22,113.56,114.55,89.05,0.05,0.04,113.55,95290115347,120522,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:11:55
MMM,3M Co,USD,208.57,209.10,209.50,208.52,237.22,176.87,0.21,0.10,208.36,120232796594,132430,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 09:57:47
AAPL,Apple Inc.,USD,188.38,188.35,188.99,188.00,233.47,142.00,0.32,0.17,188.02,887745785745,2871583,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 09:57:17
FB,"Facebook, Inc. Common Stock",USD,162.37,161.48,162.54,160.92,218.62,123.02,1.90,1.18,160.47,463468274689,3111254,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:07:21
JPM,JPMorgan Chase & Co.,USD,108.05,108.20,108.40,107.83,119.24,91.11,0.88,0.82,107.17,353323466210,1047650,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:07:46
V,Visa Inc,USD,154.87,155.95,155.95,154.69,156.82,116.03,-0.12,-0.08,154.99,340544455000,441779,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:09:46
XLNX,"Xilinx, Inc.",USD,126.46,126.10,126.73,125.65,127.70,62.54,1.18,0.94,125.28,32015119208,290140,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:08:41
ADBE,Adobe Inc,USD,257.11,259.43,259.85,256.34,277.61,204.95,-0.65,-0.25,257.76,125802817007,358560,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:09:20
ALL,Allstate Corp,USD,95.23,95.12,95.55,95.09,102.73,77.00,0.21,0.22,95.02,31596238441,97854,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:13:03
AMZN,"Amazon.com, Inc.",USD,1766.03,1753.51,1769.13,1753.51,2050.50,1307.00,23.88,1.37,1742.15,867481227203,956438,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:09:16
AXP,American Express Company,USD,113.75,114.22,114.22,113.56,114.55,89.05,0.20,0.18,113.55,95290115347,144025,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:18:27
MMM,3M Co,USD,208.71,209.10,209.50,208.31,237.22,176.87,0.22,0.11,208.49,120232796594,199625,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:16:22
AAPL,Apple Inc.,USD,188.38,188.35,188.99,187.83,233.47,142.00,0.36,0.19,188.02,887910765864,5119903,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:18:14
FB,"Facebook, Inc. Common Stock",USD,162.95,161.48,162.99,160.92,218.62,123.02,2.48,1.56,160.47,463468274689,4224803,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:20:05
JPM,JPMorgan Chase & Co.,USD,108.05,108.20,108.40,107.83,119.24,91.11,0.88,0.82,107.17,353880081355,1047650,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:07:46
V,Visa Inc,USD,154.87,155.95,155.95,154.69,156.82,116.03,-0.12,-0.08,154.99,340676273296,441779,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:09:46
XLNX,"Xilinx, Inc.",USD,126.46,126.10,126.73,125.65,127.70,62.54,1.18,0.94,125.28,32015119208,290140,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:08:41
ADBE,Adobe Inc,USD,257.37,259.43,259.85,256.34,277.61,204.95,-0.39,-0.15,257.76,125786188769,552288,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:26:10
ALL,Allstate Corp,USD,95.29,95.12,95.55,95.09,102.73,77.00,0.27,0.28,95.02,31669270706,154166,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:28:39
AMZN,"Amazon.com, Inc.",USD,1768.43,1753.51,1770.00,1753.51,2050.50,1307.00,26.28,1.51,1742.15,867980285134,1241936,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:24:06
AXP,American Express Company,USD,113.73,114.22,114.22,113.56,114.55,89.05,0.24,0.21,113.49,95332055287,239679,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:34:11
MMM,3M Co,USD,208.90,209.10,209.50,208.31,237.22,176.87,0.54,0.26,208.36,120388265054,244989,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:27:30
AAPL,Apple Inc.,USD,187.49,188.35,188.99,187.41,233.47,142.00,-0.53,-0.28,188.02,884468631610,6671146,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:33:45
FB,"Facebook, Inc. Common Stock",USD,162.65,161.48,163.20,160.92,218.62,123.02,2.18,1.36,160.47,465343078209,5674328,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:35:47
JPM,JPMorgan Chase & Co.,USD,108.19,108.20,108.40,107.83,119.24,91.11,1.02,0.95,107.17,354076527881,1646906,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:24:40
V,Visa Inc,USD,155.00,155.95,155.95,154.67,156.82,116.03,0.01,0.01,154.99,340544455000,659896,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:26:25
XLNX,"Xilinx, Inc.",USD,126.63,126.10,126.82,125.65,127.70,62.54,1.35,1.08,125.28,32108790583,383384,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:25:57
ADBE,Adobe Inc,USD,257.23,259.43,259.85,256.34,277.61,204.95,-0.53,-0.21,257.76,125756350485,688061,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:43:06
ALL,Allstate Corp,USD,95.30,95.12,95.55,95.09,102.73,77.00,0.28,0.29,95.02,31675908852,196977,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:45:17
AMZN,"Amazon.com, Inc.",USD,1769.21,1753.51,1770.00,1753.51,2050.50,1307.00,27.06,1.55,1742.15,869041240442,1514407,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:45:04
AXP,American Express Company,USD,113.61,114.22,114.22,113.56,114.55,89.05,0.06,0.05,113.55,95432700904,293298,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:47:31
MMM,3M Co,USD,209.01,209.10,209.50,208.31,237.22,176.87,0.65,0.31,208.36,120399783514,293699,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:43:26
AAPL,Apple Inc.,USD,187.20,188.35,188.99,187.12,233.47,142.00,-0.82,-0.44,188.02,883784895864,8594179,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:51:08
FB,"Facebook, Inc. Common Stock",USD,163.09,161.48,163.34,160.92,218.62,123.02,2.62,1.63,160.47,464743721148,6642684,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:51:12
JPM,JPMorgan Chase & Co.,USD,108.39,108.20,108.40,107.83,119.24,91.11,1.22,1.14,107.17,354371222651,2160430,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:40:28
V,Visa Inc,USD,154.92,155.95,155.95,154.67,156.82,116.03,-0.07,-0.05,154.99,340643318722,981262,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 10:53:31
XLNX,"Xilinx, Inc.",USD,126.60,126.10,126.84,125.65,127.70,62.54,1.32,1.05,125.28,32044232527,569394,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:42:58
ADBE,Adobe Inc,USD,257.05,259.43,259.85,256.34,277.61,204.95,-0.71,-0.33,257.76,125756350485,769324,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:58:30
ALL,Allstate Corp,USD,95.07,95.12,95.55,95.07,102.73,77.00,0.05,0.05,95.02,31536485000,235122,2249567,331963000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 11:07:45
AMZN,"Amazon.com, Inc.",USD,1767.31,1753.51,1770.00,1753.51,2050.50,1307.00,25.16,1.44,1742.15,867950784173,1670704,4161465,491203000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 11:00:26
AXP,American Express Company,USD,113.42,114.22,114.22,113.35,114.55,89.05,-0.13,-0.11,113.55,95214624736,387830,3131825,838748000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 11:07:51
MMM,3M Co,USD,209.05,209.10,209.50,208.31,237.22,176.87,0.56,0.27,208.49,120370991757,365793,2085594,575800000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 11:00:54
AAPL,Apple Inc.,USD,187.00,188.35,188.99,187.00,233.47,142.00,-1.02,-0.54,188.02,881568780457,9816489,25563063,4715280000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 11:07:14
FB,"Facebook, Inc. Common Stock",USD,163.13,161.48,163.57,160.92,218.62,123.02,2.66,1.66,160.47,465457218648,7934274,17278018,2385534000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 11:09:19
JPM,JPMorgan Chase & Co.,USD,107.96,108.20,108.40,107.83,119.24,91.11,0.79,0.74,107.17,353257967381,2909605,12103582,3274242000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 11:09:47
V,Visa Inc,USD,154.95,155.95,155.95,154.65,156.82,116.03,-0.04,-0.03,154.99,340214909259,1245276,8455716,1750177000,New York Stock Exchange,NYSE,EDT,America/New_York,-14400,2019-03-19 11:09:35
XLNX,"Xilinx, Inc.",USD,126.60,126.10,126.84,125.65,127.70,62.54,1.32,1.05,125.28,32063220986,642599,3663732,253164000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 10:58:31
ADBE,Adobe Inc,USD,257.50,259.43,259.85,256.34,277.61,204.95,-0.26,-0.10,257.76,125976413426,877388,3117889,489115000,NASDAQ Stock Exchange,NASDAQ,EDT,America/New_York,-14400,2019-03-19 11:13:15
